0.40127	2.76032	0.13043	0.40127	0.19687	0.19279
0.40000	1.08000	0.30000	0.40000	0.34286	0.34033
0.34405	3.50536	0.09655	0.34405	0.15079	0.14361
0.77000	3.38333	0.21429	0.77000	0.33527	0.32849
0.07372	1.29575	0.05000	0.07372	0.05959	0.05431
0.28333	1.70000	0.14286	0.28333	0.18994	0.18762
0.30167	2.07333	0.14667	0.30167	0.19737	0.19052
0.31714	2.64857	0.10833	0.31714	0.16150	0.15341
0.33362	1.61269	0.17600	0.33362	0.23043	0.22628
0.78796	3.74289	0.18378	0.78796	0.29805	0.28981
0.17135	4.60071	0.03750	0.17135	0.06153	0.05799
0.52354	2.20616	0.20833	0.52354	0.29806	0.28747
0.14000	2.72222	0.06250	0.14000	0.08642	0.08215
0.33550	1.53571	0.18571	0.33550	0.23908	0.23416
0.29095	1.56284	0.16571	0.29095	0.21116	0.20395
0.00000	8.00000	0.00000	0.00000	-1.00000	-0.00052
0.28000	5.69333	0.05000	0.28000	0.08485	0.08278
0.39065	2.78014	0.13333	0.39065	0.19881	0.19301
0.45321	3.32298	0.12308	0.45321	0.19358	0.18930
0.10000	1.23333	0.08000	0.10000	0.08889	0.08530
0.57727	2.75545	0.19231	0.57727	0.28851	0.27922
0.29841	1.43492	0.17143	0.29841	0.21776	0.21394
0.00000	1.04167	0.00000	0.00000	-1.00000	-0.00186
0.07818	2.37714	0.03478	0.07818	0.04815	0.04201
0.19382	0.79359	0.20000	0.19382	0.19686	0.19130
0.69980	7.57253	0.08966	0.69980	0.15895	0.15391
0.44136	1.34106	0.24706	0.44136	0.31679	0.30988
0.12000	0.18000	0.40000	0.12000	0.18462	0.18372
0.05714	0.74048	0.06667	0.05714	0.06154	0.05922
0.26111	1.78833	0.12941	0.26111	0.17305	0.16902
0.24359	2.43269	0.10400	0.24359	0.14577	0.14002
0.38528	3.09917	0.11837	0.38528	0.18110	0.17224
0.35135	2.46064	0.13548	0.35135	0.19556	0.19075
0.11905	2.15873	0.05714	0.11905	0.07722	0.07377
0.43762	2.40381	0.16923	0.43762	0.24408	0.23657
0.17222	1.17444	0.13333	0.17222	0.15030	0.14518
0.02000	2.48167	0.01053	0.02000	0.01379	0.01005
0.12601	2.11563	0.06364	0.12601	0.08457	0.07730
0.37000	3.31000	0.10000	0.37000	0.15745	0.15415
0.41667	3.83333	0.10588	0.41667	0.16886	0.16448
0.12000	1.28000	0.08571	0.12000	0.10000	0.09757
0.38861	1.65443	0.19200	0.38861	0.25702	0.25397
0.20071	2.96429	0.06667	0.20071	0.10009	0.09643
0.66000	4.80000	0.12308	0.66000	0.20747	0.20274
0.17302	1.08492	0.14000	0.17302	0.15477	0.15245
0.16429	1.64643	0.09231	0.16429	0.11820	0.11455
0.37175	1.99119	0.15789	0.37175	0.22165	0.21664
0.42976	3.10595	0.14815	0.42976	0.22034	0.21221
0.33833	2.57278	0.12000	0.33833	0.17716	0.17379
0.28571	1.82143	0.13333	0.28571	0.18182	0.17853
