../output/v27/reference vs ../output/v27/data/	0.36190	1.23095	0.25000	0.36190	0.29572	0.28495
../output/v27/reference vs ../output/v27/data/	-0.20000	-0.20000	-0.20000	-0.20000	-0.20000	-nan
../output/v27/reference vs ../output/v27/data/	-0.20000	-0.20000	-0.20000	-0.20000	-0.20000	-nan
../output/v27/reference vs ../output/v27/data/	0.00000	0.00000	-0.20000	0.00000	0.00000	0.00000
../output/v27/reference vs ../output/v27/data/	0.00000	0.00000	-1.00000	0.00000	0.00000	0.00000
