../output/v46/reference vs ../output/v46/data/	0.95778	0.82921	0.55385	0.95778	0.70184	0.69382
../output/v22/reference vs ../output/v22/data/	0.80333	0.18333	0.85000	0.80333	0.82601	0.81951
../output/v55/reference vs ../output/v55/data/	0.87000	1.20667	0.45714	0.87000	0.59935	0.58354
../output/v31/reference vs ../output/v31/data/	0.53471	0.37826	0.62500	0.53471	0.57634	0.56552
../output/v62/reference vs ../output/v62/data/	0.50000	0.06667	0.90000	0.50000	0.64286	0.63965
../output/v29/reference vs ../output/v29/data/	0.38167	0.25167	0.65000	0.38167	0.48094	0.47073
../output/v23/reference vs ../output/v23/data/	0.56429	0.67143	0.48000	0.56429	0.51874	0.50903
../output/v49/reference vs ../output/v49/data/	0.26269	0.36013	0.42500	0.26269	0.32469	0.32179
../output/v32/reference vs ../output/v32/data/	0.37234	1.46449	0.25333	0.37234	0.30152	0.29432
../output/v57/reference vs ../output/v57/data/	0.55651	4.36468	0.11515	0.55651	0.19082	0.18702
../output/v24/reference vs ../output/v24/data/	0.69434	1.12545	0.41250	0.69434	0.51754	0.50351
../output/v56/reference vs ../output/v56/data/	0.34833	1.26167	0.26667	0.34833	0.30208	0.29110
../output/v65/reference vs ../output/v65/data/	0.34567	0.58994	0.40000	0.34567	0.37086	0.36498
../output/v28/reference vs ../output/v28/data/	0.57285	0.48646	0.56000	0.57285	0.56635	0.55931
../output/v37/reference vs ../output/v37/data/	1.00000	3.00000	0.25000	1.00000	0.40000	0.39972
../output/v36/reference vs ../output/v36/data/	0.59333	1.27333	0.32000	0.59333	0.41577	0.41403
../output/v43/reference vs ../output/v43/data/	0.40297	0.05000	0.93333	0.40297	0.56290	0.55214
../output/v64/reference vs ../output/v64/data/	0.81643	2.95976	0.22308	0.81643	0.35041	0.34621
../output/v66/reference vs ../output/v66/data/	0.26667	0.00000	1.00000	0.26667	0.42105	0.41916
../output/v41/reference vs ../output/v41/data/	0.74030	1.43879	0.38824	0.74030	0.50935	0.49597
../output/v42/reference vs ../output/v42/data/	0.44444	2.03175	0.18000	0.44444	0.25623	0.25218
../output/v48/reference vs ../output/v48/data/	0.44643	0.14881	0.75000	0.44643	0.55970	0.55758
../output/v59/reference vs ../output/v59/data/	0.48519	0.36883	0.57500	0.48519	0.52629	0.52107
../output/v25/reference vs ../output/v25/data/	0.16457	0.41142	0.28571	0.16457	0.20884	0.20472
../output/v21/reference vs ../output/v21/data/	0.91515	3.36364	0.23333	0.91515	0.37186	0.36340
../output/v30/reference vs ../output/v30/data/	0.31455	0.31455	0.50000	0.31455	0.38616	0.38115
../output/v34/reference vs ../output/v34/data/	0.30000	0.00000	1.00000	0.30000	0.46154	0.46095
../output/v67/reference vs ../output/v67/data/	0.26587	0.26587	0.50000	0.26587	0.34715	0.34513
../output/v69/reference vs ../output/v69/data/	0.45556	0.38833	0.57143	0.45556	0.50696	0.50246
../output/v58/reference vs ../output/v58/data/	0.51603	0.66154	0.47273	0.51603	0.49343	0.48216
../output/v33/reference vs ../output/v33/data/	0.51250	0.55417	0.52000	0.51250	0.51622	0.50162
../output/v38/reference vs ../output/v38/data/	0.62458	1.37103	0.31818	0.62458	0.42159	0.41333
../output/v45/reference vs ../output/v45/data/	0.32619	0.32460	0.55000	0.32619	0.40951	0.40294
../output/v61/reference vs ../output/v61/data/	0.60762	0.26667	0.75000	0.60762	0.67134	0.65688
../output/v44/reference vs ../output/v44/data/	0.13556	0.08889	0.70000	0.13556	0.22713	0.22580
../output/v40/reference vs ../output/v40/data/	0.52000	0.53333	0.52500	0.52000	0.52249	0.51459
../output/v35/reference vs ../output/v35/data/	0.63181	1.30415	0.34737	0.63181	0.44827	0.43550
../output/v68/reference vs ../output/v68/data/	0.50000	3.41000	0.12941	0.50000	0.20561	0.20235
../output/v53/reference vs ../output/v53/data/	0.83333	2.16667	0.30000	0.83333	0.44118	0.43489
../output/v47/reference vs ../output/v47/data/	0.20000	0.00000	1.00000	0.20000	0.33333	0.33282
../output/v39/reference vs ../output/v39/data/	0.63249	0.26645	0.70909	0.63249	0.66860	0.66567
../output/v54/reference vs ../output/v54/data/	0.65643	0.70000	0.48889	0.65643	0.56040	0.55575
../output/v70/reference vs ../output/v70/data/	0.28000	1.19000	0.20000	0.28000	0.23333	0.23025
../output/v52/reference vs ../output/v52/data/	0.57540	0.17937	0.76667	0.57540	0.65740	0.65576
../output/v63/reference vs ../output/v63/data/	0.58214	0.67143	0.46667	0.58214	0.51805	0.51598
../output/v60/reference vs ../output/v60/data/	0.71762	0.40167	0.64444	0.71762	0.67907	0.67449
../output/v26/reference vs ../output/v26/data/	0.44286	0.67024	0.45882	0.44286	0.45070	0.43215
../output/v50/reference vs ../output/v50/data/	0.78500	0.67056	0.56000	0.78500	0.65368	0.64628
../output/v51/reference vs ../output/v51/data/	0.30595	0.39643	0.44000	0.30595	0.36093	0.35862
